age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,State-gov,224855,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1000,27,Mexico,<=50K
57,Private,182157,Assoc-acdm,10,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,1000,42,Canada,<=50K
28,Self-emp-not-inc,160909,Masters,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,51,Mexico,<=50K
50,Federal-gov,107493,Masters,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,22,United-States,<=50K
33,Local-gov,210828,HS-grad,14,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Mexico,<=50K
64,Private,319649,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Male,10000,0,45,United-States,<=50K
47,State-gov,191599,Masters,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,59,India,>50K
47,Local-gov,122457,Masters,16,Never-married,Sales,Not-in-family,Black,Male,0,0,60,United-States,>50K
39,Local-gov,181224,HS-grad,9,Never-married,Prof-specialty,Husband,Black,Female,0,0,37,United-States,<=50K
20,Federal-gov,236560,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,5000,0,57,United-States,<=50K
45,State-gov,185155,Bachelors,14,Divorced,Exec-managerial,Wife,Black,Female,0,0,32,India,<=50K
55,Self-emp-not-inc,75395,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,Black,Male,10000,0,33,Mexico,<=50K
37,State-gov,82869,Some-college,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,Canada,<=50K
43,Private,375039,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,Black,Female,10000,0,26,Mexico,<=50K
24,Private,26268,Bachelors,8,Never-married,Sales,Husband,Black,Female,0,0,24,United-States,<=50K
22,Local-gov,87523,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,0,1000,45,Mexico,<=50K
19,Local-gov,110600,Some-college,13,Never-married,Sales,Wife,Black,Female,0,0,59,India,<=50K
59,Federal-gov,271150,Masters,8,Never-married,Exec-managerial,Own-child,White,Female,0,0,60,United-States,>50K
42,Local-gov,200372,Masters,16,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,21,Canada,>50K
21,Federal-gov,207397,Some-college,11,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,34,Mexico,<=50K
40,Federal-gov,186725,Bachelors,13,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,10000,0,51,Canada,<=50K
29,Private,67320,Some-college,8,Never-married,Prof-specialty,Husband,White,Female,0,0,59,India,<=50K
26,Self-emp-not-inc,189653,Masters,8,Never-married,Sales,Husband,White,Female,0,0,45,United-States,<=50K
39,Self-emp-not-inc,249044,Masters,15,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,44,Canada,>50K
64,Private,388054,Masters,14,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,10000,0,60,United-States,<=50K
49,Private,144778,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,5000,0,36,India,>50K
33,State-gov,154562,HS-grad,9,Divorced,Tech-support,Not-in-family,Black,Female,5000,0,46,Mexico,<=50K
42,Private,271390,Masters,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,>50K
22,Self-emp-not-inc,216848,Masters,10,Divorced,Tech-support,Not-in-family,Black,Female,0,1000,30,Mexico,<=50K
28,Private,193588,HS-grad,11,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,26,United-States,<=50K
43,Federal-gov,277398,Assoc-acdm,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,1000,32,United-States,<=50K
19,Self-emp-not-inc,354595,Bachelors,12,Never-married,Adm-clerical,Not-in-family,Black,Female,5000,1000,36,United-States,<=50K
59,Local-gov,116931,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1000,49,Canada,<=50K
32,Federal-gov,52316,Masters,10,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,10000,1000,57,India,<=50K
53,Local-gov,293983,HS-grad,14,Divorced,Adm-clerical,Husband,Black,Female,0,1000,22,India,<=50K
25,Self-emp-not-inc,107642,Some-college,11,Never-married,Sales,Not-in-family,Black,Male,5000,0,60,India,<=50K
56,Private,65627,Masters,14,Divorced,Adm-clerical,Wife,Black,Female,0,1000,27,Mexico,>50K
27,Federal-gov,328246,Bachelors,9,Never-married,Prof-specialty,Not-in-family,Black,Female,5000,0,44,Mexico,<=50K
54,Local-gov,39642,Assoc-acdm,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,1000,41,India,<=50K
21,State-gov,215266,Some-college,8,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,28,Canada,<=50K
65,State-gov,161253,Some-college,14,Divorced,Tech-support,Husband,Black,Male,5000,1000,53,Canada,<=50K
21,Self-emp-not-inc,54402,Assoc-acdm,12,Divorced,Prof-specialty,Own-child,White,Male,0,0,32,United-States,<=50K
33,Local-gov,46507,HS-grad,13,Divorced,Sales,Wife,Black,Female,10000,1000,60,United-States,<=50K
61,Self-emp-not-inc,215279,HS-grad,15,Divorced,Adm-clerical,Husband,Black,Female,0,0,36,United-States,<=50K
36,Local-gov,46031,HS-grad,10,Divorced,Sales,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
61,Local-gov,89370,HS-grad,10,Divorced,Tech-support,Husband,Black,Female,0,1000,44,Canada,<=50K
47,State-gov,375045,Masters,16,Divorced,Adm-clerical,Not-in-family,White,Female,10000,0,39,United-States,<=50K
48,State-gov,164956,HS-grad,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,10000,0,23,Mexico,<=50K
60,Private,363618,Masters,15,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,41,India,>50K
61,Local-gov,372252,Assoc-acdm,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,India,<=50K
65,Federal-gov,115980,Masters,13,Divorced,Tech-support,Husband,Black,Male,0,1000,41,Canada,>50K
34,State-gov,263144,Assoc-acdm,9,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,10000,0,44,Canada,<=50K
44,Self-emp-not-inc,92018,HS-grad,11,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,51,Canada,<=50K
58,Private,22471,Bachelors,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,5000,0,28,Mexico,>50K
58,Local-gov,244932,Some-college,15,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
19,Self-emp-not-inc,138628,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,Black,Female,0,0,22,Canada,<=50K
36,Federal-gov,332669,Some-college,16,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,30,Mexico,<=50K
19,Self-emp-not-inc,88789,Bachelors,11,Divorced,Tech-support,Husband,White,Female,0,1000,60,Canada,<=50K
52,Private,331387,Assoc-acdm,8,Divorced,Tech-support,Not-in-family,White,Male,5000,1000,44,United-States,<=50K
53,Self-emp-not-inc,127738,Masters,8,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,10000,0,46,United-States,>50K
50,Private,168219,Assoc-acdm,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,42,Mexico,<=50K
36,Local-gov,128891,Bachelors,15,Married-civ-spouse,Sales,Not-in-family,White,Male,0,1000,29,United-States,<=50K
50,Private,154161,HS-grad,11,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,22,Canada,<=50K
41,Private,69806,Masters,8,Never-married,Sales,Husband,Black,Female,5000,0,25,Canada,>50K
39,Local-gov,259357,Bachelors,12,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,23,India,<=50K
24,Federal-gov,273060,Some-college,15,Never-married,Prof-specialty,Own-child,Black,Male,0,1000,51,United-States,<=50K
44,Private,53206,Some-college,12,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,47,India,<=50K
48,Local-gov,97937,Masters,16,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,10000,1000,51,India,>50K
22,State-gov,146296,Some-college,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,5000,0,25,Mexico,<=50K
46,Local-gov,66147,Assoc-acdm,15,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,1000,46,United-States,<=50K
53,Private,67655,Assoc-acdm,12,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,23,India,<=50K
47,Federal-gov,334547,Masters,15,Divorced,Exec-managerial,Own-child,White,Male,0,0,41,Canada,>50K
58,State-gov,388100,Masters,9,Never-married,Sales,Own-child,White,Female,0,0,59,India,>50K
30,Local-gov,133030,HS-grad,15,Never-married,Exec-managerial,Not-in-family,Black,Male,10000,0,48,Mexico,<=50K
60,Federal-gov,90588,Assoc-acdm,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,10000,1000,52,India,<=50K
62,Self-emp-not-inc,87309,Assoc-acdm,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5000,0,37,Mexico,<=50K
39,Self-emp-not-inc,92446,Masters,14,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,10000,0,32,India,>50K
57,Self-emp-not-inc,392452,Masters,10,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,1000,57,Mexico,>50K
61,State-gov,241452,Assoc-acdm,8,Divorced,Tech-support,Not-in-family,Black,Male,0,0,32,Canada,<=50K
28,State-gov,96770,Masters,8,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1000,26,India,<=50K
65,Local-gov,144568,Assoc-acdm,16,Divorced,Exec-managerial,Not-in-family,Black,Female,5000,0,55,United-States,<=50K
18,Self-emp-not-inc,345353,Masters,15,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1000,31,United-States,<=50K
29,Federal-gov,82575,Bachelors,14,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,57,Canada,<=50K
18,Local-gov,392081,Masters,10,Never-married,Sales,Wife,Asian-Pac-Islander,Male,10000,0,51,Canada,<=50K
22,Federal-gov,135323,Masters,10,Divorced,Tech-support,Husband,Black,Female,0,0,34,India,<=50K
60,State-gov,134528,Masters,16,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,5000,0,59,India,>50K
20,Local-gov,79440,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,10000,1000,51,United-States,<=50K
36,Private,70308,Bachelors,10,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,47,United-States,>50K
31,Local-gov,358984,Assoc-acdm,9,Divorced,Sales,Not-in-family,Black,Female,0,0,24,United-States,<=50K
29,Federal-gov,56931,Masters,11,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,5000,0,21,Mexico,<=50K
61,Federal-gov,23092,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,38,Canada,<=50K
56,State-gov,249468,HS-grad,14,Married-civ-spouse,Tech-support,Own-child,White,Male,0,1000,54,Canada,<=50K
58,State-gov,25845,Bachelors,16,Divorced,Sales,Not-in-family,White,Male,10000,1000,54,United-States,<=50K
37,State-gov,131011,Bachelors,14,Divorced,Prof-specialty,Husband,White,Male,0,0,32,United-States,>50K
29,Private,307756,Assoc-acdm,15,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,32,Mexico,<=50K
39,Self-emp-not-inc,72452,Masters,12,Divorced,Tech-support,Husband,Black,Female,5000,0,59,Canada,<=50K
62,Self-emp-not-inc,316512,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,47,Canada,<=50K
41,State-gov,271634,Bachelors,15,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,37,India,>50K
52,Private,59531,Bachelors,8,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,54,Mexico,<=50K
59,Self-emp-not-inc,329120,Bachelors,12,Never-married,Adm-clerical,Not-in-family,Black,Female,10000,0,35,India,>50K
50,Self-emp-not-inc,316934,Bachelors,10,Divorced,Adm-clerical,Wife,White,Male,5000,0,24,Canada,>50K
41,Self-emp-not-inc,291521,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,53,Canada,<=50K
65,Federal-gov,111147,Masters,14,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Male,10000,0,44,India,>50K
51,State-gov,200896,Some-college,15,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,5000,0,34,United-States,<=50K
50,Self-emp-not-inc,102500,Masters,13,Divorced,Tech-support,Husband,Black,Female,0,1000,50,Mexico,<=50K
31,Self-emp-not-inc,359350,Assoc-acdm,14,Never-married,Sales,Not-in-family,White,Male,0,0,56,India,<=50K
21,State-gov,114391,Bachelors,16,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,48,Mexico,<=50K
48,Local-gov,335012,Bachelors,10,Divorced,Sales,Wife,White,Female,5000,0,34,Mexico,<=50K
42,Self-emp-not-inc,294051,Bachelors,16,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1000,59,United-States,<=50K
52,Private,68858,Assoc-acdm,15,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,10000,1000,43,United-States,<=50K
62,Local-gov,140316,Assoc-acdm,15,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,1000,34,United-States,<=50K
36,Federal-gov,234248,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,10000,0,44,India,<=50K
62,Private,101148,Masters,14,Divorced,Prof-specialty,Wife,Black,Female,10000,0,59,Canada,>50K
61,Self-emp-not-inc,236650,Some-college,16,Divorced,Adm-clerical,Husband,Black,Female,0,0,56,Canada,<=50K
63,Self-emp-not-inc,365654,Some-college,9,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,0,0,52,Mexico,<=50K
39,Federal-gov,385458,Assoc-acdm,8,Never-married,Adm-clerical,Not-in-family,White,Male,5000,1000,25,United-States,<=50K
34,State-gov,61963,Bachelors,8,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,10000,0,31,Mexico,<=50K
46,Self-emp-not-inc,364396,HS-grad,16,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,10000,0,22,Canada,<=50K
33,Self-emp-not-inc,65530,HS-grad,12,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,10000,0,24,United-States,<=50K
53,Federal-gov,325624,Masters,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5000,1000,56,United-States,>50K
34,Local-gov,285414,Bachelors,9,Divorced,Tech-support,Wife,Black,Male,10000,0,54,Canada,<=50K
62,Local-gov,315262,Some-college,15,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,10000,0,50,United-States,<=50K
34,Local-gov,352221,HS-grad,11,Divorced,Sales,Wife,Black,Female,10000,0,36,India,<=50K
36,Local-gov,373211,HS-grad,13,Never-married,Prof-specialty,Husband,Black,Female,0,0,56,Canada,<=50K
29,Local-gov,124682,Bachelors,11,Divorced,Sales,Wife,White,Male,0,0,59,Canada,<=50K
27,Private,61150,HS-grad,15,Divorced,Tech-support,Not-in-family,Black,Female,10000,0,51,Canada,<=50K
49,Federal-gov,166940,Bachelors,14,Never-married,Prof-specialty,Husband,White,Female,5000,0,52,Canada,>50K
43,Private,386081,Bachelors,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,5000,0,40,Canada,>50K
57,State-gov,144329,Masters,12,Married-civ-spouse,Prof-specialty,Wife,Black,Male,5000,1000,33,Mexico,<=50K
62,Local-gov,166606,Masters,15,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35,Mexico,>50K
42,Self-emp-not-inc,267981,Bachelors,8,Never-married,Adm-clerical,Own-child,White,Female,5000,0,36,United-States,<=50K
43,Self-emp-not-inc,51476,HS-grad,11,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,0,0,43,Canada,<=50K
40,Local-gov,83563,HS-grad,13,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
65,Private,219790,Some-college,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,5000,1000,24,United-States,<=50K
28,Self-emp-not-inc,184354,Masters,13,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1000,43,Mexico,<=50K
44,Private,85556,Bachelors,11,Divorced,Exec-managerial,Not-in-family,White,Male,5000,0,26,United-States,<=50K
48,Private,33822,Assoc-acdm,14,Divorced,Tech-support,Not-in-family,Black,Male,0,1000,39,India,<=50K
33,Local-gov,348456,Masters,10,Never-married,Prof-specialty,Husband,White,Male,0,0,50,Mexico,<=50K
52,Self-emp-not-inc,385755,Masters,16,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,10000,0,42,Mexico,>50K
52,Local-gov,181411,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,42,Canada,>50K
48,Private,380589,Assoc-acdm,15,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,10000,0,20,Canada,<=50K
30,Federal-gov,249169,Some-college,14,Never-married,Sales,Own-child,Black,Male,0,0,47,India,<=50K
51,State-gov,169252,Assoc-acdm,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,27,Mexico,<=50K
57,State-gov,387249,Some-college,15,Never-married,Exec-managerial,Not-in-family,White,Male,10000,0,31,United-States,<=50K
36,Local-gov,24301,Masters,11,Never-married,Sales,Not-in-family,Black,Male,0,1000,39,Mexico,<=50K
41,Private,193145,Some-college,9,Never-married,Tech-support,Wife,Black,Male,10000,1000,31,India,<=50K
34,Private,83942,Some-college,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1000,26,India,<=50K
48,State-gov,189378,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Female,0,0,43,United-States,<=50K
60,Self-emp-not-inc,351826,Bachelors,14,Married-civ-spouse,Tech-support,Husband,Black,Male,5000,0,20,United-States,>50K
55,Federal-gov,101260,Some-college,13,Never-married,Sales,Husband,Black,Male,10000,0,60,United-States,<=50K
21,Self-emp-not-inc,387697,Masters,16,Never-married,Sales,Own-child,White,Female,10000,0,48,India,<=50K
19,State-gov,399793,Some-college,10,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,10000,0,54,Mexico,<=50K
30,Self-emp-not-inc,305013,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,48,Canada,<=50K
34,State-gov,258068,Assoc-acdm,8,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,59,India,<=50K
38,Federal-gov,223156,HS-grad,11,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,1000,40,United-States,<=50K
24,Private,42951,Assoc-acdm,10,Never-married,Tech-support,Husband,White,Female,0,0,22,Mexico,<=50K
60,Federal-gov,347140,Some-college,12,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,51,United-States,<=50K
47,State-gov,312563,HS-grad,14,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Male,0,0,24,India,<=50K
51,Private,141119,HS-grad,16,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,10000,0,55,Mexico,<=50K
65,Federal-gov,207675,HS-grad,15,Divorced,Adm-clerical,Not-in-family,White,Male,10000,1000,52,Canada,<=50K
60,Federal-gov,252265,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,5000,0,58,India,>50K
54,Self-emp-not-inc,216641,Assoc-acdm,16,Divorced,Exec-managerial,Wife,Black,Female,5000,0,22,Canada,<=50K
56,Federal-gov,90823,HS-grad,12,Never-married,Exec-managerial,Husband,White,Female,0,0,55,India,<=50K
24,Local-gov,206466,HS-grad,10,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
54,Federal-gov,133999,Some-college,9,Divorced,Exec-managerial,Own-child,White,Female,10000,0,58,Canada,<=50K
20,Local-gov,61144,Assoc-acdm,8,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,60,Mexico,<=50K
21,Federal-gov,41591,Masters,13,Divorced,Prof-specialty,Husband,Black,Male,0,0,45,Mexico,<=50K
56,Federal-gov,67229,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
53,State-gov,64605,Some-college,14,Divorced,Adm-clerical,Husband,White,Female,10000,0,51,Mexico,<=50K
59,Self-emp-not-inc,314213,Assoc-acdm,16,Never-married,Sales,Not-in-family,Black,Female,0,0,27,Mexico,<=50K
45,State-gov,200630,Masters,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,10000,0,48,United-States,>50K
32,State-gov,101784,Bachelors,9,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K
37,Local-gov,31926,Some-college,13,Never-married,Prof-specialty,Husband,White,Female,10000,1000,59,India,<=50K
62,Local-gov,325662,HS-grad,16,Never-married,Exec-managerial,Husband,White,Female,0,0,23,Mexico,<=50K
59,Private,223761,HS-grad,12,Divorced,Exec-managerial,Not-in-family,White,Female,5000,0,44,United-States,<=50K
38,Federal-gov,298690,Some-college,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,53,Canada,<=50K
39,Local-gov,102315,Some-college,8,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,23,Canada,<=50K
42,Federal-gov,166902,HS-grad,11,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,1000,53,India,<=50K
44,Local-gov,183778,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10000,0,28,Canada,>50K
62,Self-emp-not-inc,245477,Assoc-acdm,10,Divorced,Prof-specialty,Husband,Black,Male,10000,0,31,Canada,<=50K
27,State-gov,237076,HS-grad,14,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,31,United-States,<=50K
57,State-gov,337511,Assoc-acdm,11,Divorced,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,India,<=50K
50,Local-gov,393303,Assoc-acdm,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,34,United-States,<=50K
44,State-gov,236554,HS-grad,11,Divorced,Sales,Husband,White,Male,5000,1000,40,Mexico,<=50K
33,Local-gov,41929,Some-college,14,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,10000,0,48,Mexico,<=50K
20,Federal-gov,301998,Bachelors,14,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,48,Mexico,<=50K
37,Local-gov,174360,Masters,8,Divorced,Prof-specialty,Husband,Black,Female,0,0,31,India,>50K
43,State-gov,256394,Some-college,8,Never-married,Adm-clerical,Husband,Black,Male,0,0,30,United-States,<=50K
23,Local-gov,352436,HS-grad,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,5000,1000,22,India,<=50K
39,Self-emp-not-inc,104999,Assoc-acdm,10,Never-married,Tech-support,Own-child,Black,Female,5000,0,60,India,<=50K
25,Self-emp-not-inc,21852,Bachelors,12,Never-married,Adm-clerical,Own-child,Black,Male,10000,1000,35,India,<=50K
55,Local-gov,235037,Some-college,15,Never-married,Prof-specialty,Not-in-family,White,Female,10000,0,23,India,<=50K
27,State-gov,39252,HS-grad,10,Never-married,Prof-specialty,Wife,Black,Male,0,0,46,India,<=50K
28,Federal-gov,366514,Masters,16,Never-married,Adm-clerical,Wife,White,Male,0,0,43,Mexico,<=50K
22,Federal-gov,54039,Some-college,12,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,0,1000,53,India,<=50K
62,Private,319560,Bachelors,16,Never-married,Adm-clerical,Wife,Black,Female,0,0,28,Mexico,>50K
51,Local-gov,114323,Some-college,11,Divorced,Exec-managerial,Husband,White,Male,0,1000,60,United-States,<=50K
65,Local-gov,237076,Bachelors,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,Canada,>50K
37,Federal-gov,189829,Assoc-acdm,8,Never-married,Exec-managerial,Wife,Black,Male,0,0,41,Canada,<=50K
61,Local-gov,38642,Some-college,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,5000,1000,23,Canada,<=50K
54,Private,129189,Masters,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,1000,60,India,>50K
54,Local-gov,118240,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,1000,35,Canada,<=50K
46,State-gov,111757,Masters,9,Married-civ-spouse,Tech-support,Husband,White,Female,10000,0,50,India,<=50K
30,Local-gov,294531,Masters,12,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,49,Mexico,<=50K
63,Private,22154,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,53,Canada,<=50K
19,State-gov,354941,Assoc-acdm,11,Married-civ-spouse,Sales,Husband,Black,Female,10000,0,48,United-States,<=50K
35,Self-emp-not-inc,163464,Bachelors,9,Never-married,Prof-specialty,Not-in-family,White,Female,10000,0,37,India,<=50K
63,Self-emp-not-inc,57351,Masters,12,Divorced,Exec-managerial,Own-child,White,Male,0,1000,23,United-States,>50K
42,Private,243590,HS-grad,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,32,United-States,<=50K
47,Self-emp-not-inc,68714,Assoc-acdm,15,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,5000,0,34,India,<=50K
57,Local-gov,116129,Masters,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,5000,0,42,Mexico,>50K
47,State-gov,336900,Bachelors,10,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,39,Mexico,<=50K
43,Local-gov,145082,Assoc-acdm,11,Divorced,Sales,Own-child,Black,Male,0,0,57,Mexico,<=50K
45,State-gov,305488,Assoc-acdm,11,Never-married,Tech-support,Own-child,White,Female,0,0,48,India,<=50K
37,Private,333660,Some-college,9,Divorced,Prof-specialty,Own-child,Black,Female,0,0,33,India,<=50K
55,Self-emp-not-inc,366492,HS-grad,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,Canada,<=50K
54,Local-gov,396329,Masters,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,23,Canada,>50K
53,Private,388760,HS-grad,16,Married-civ-spouse,Tech-support,Wife,White,Male,5000,1000,60,Canada,<=50K
63,Local-gov,220049,Some-college,14,Divorced,Sales,Husband,Black,Male,0,1000,43,Mexico,<=50K
27,Self-emp-not-inc,90400,Masters,8,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,5000,0,25,India,<=50K
59,Local-gov,384584,Some-college,14,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,10000,1000,44,Canada,<=50K
32,Local-gov,336970,Bachelors,8,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,5000,0,22,United-States,<=50K
54,State-gov,79330,Some-college,15,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,5000,0,53,United-States,<=50K
33,Private,378651,Some-college,16,Divorced,Exec-managerial,Not-in-family,Black,Male,5000,1000,52,Mexico,<=50K
